scene_id,im_id,segment_id,raw_selected_candidate,anchored_selected_candidate,selected_polarity,raw_probability,selected_probability,selected_source,lookahead_path_cost,epnp_status,map_heading_source,epnp_rotation_before_deg,epnp_rotation_after_deg,epnp_translation_before_m,epnp_translation_after_m
1,172,1,11,5,0,0.18529967963695526,0.03943682089447975,gigapose_global_rank_0|R1-20|rgb_recovery,14.698226560218925,approved,epnp_raceline,166.99144768870252,8.267455914237003,3.598350889534807,0.9133162375473199
1,173,1,10,2,0,0.21703386306762695,0.02618624083697796,gigapose_global_rank_2|rgb_recovery,14.981987699256296,approved,epnp_raceline,177.4496826975252,3.093901949484493,0.4881421990422856,0.7826921444433657
1,174,1,1,10,0,0.230005145072937,0.06890202313661575,gigapose_global_rank_2|flip180|rgb_recovery,15.068742781555475,approved,epnp_raceline,178.8134034838798,5.282637272352941,1.848310328476504,0.9762981369810555
1,175,1,3,6,0,0.2384251356124878,0.046229589730501175,gigapose_global_rank_1|uv1-48|rgb_recovery,16.57124604327829,approved,epnp_raceline,177.6686579796049,6.792778962581206,2.0741963661180787,1.2100620502708375
1,176,1,1,3,0,0.20746265351772308,0.02887566015124321,gigapose_global_rank_4|rgb_recovery,20.148301485487927,approved,epnp_raceline,176.83230286364318,5.893002318221963,2.985307431575816,1.2816009762695408
1,177,1,7,1,1,0.19413501024246216,0.17013368010520935,gigapose_global_rank_3|rgb_recovery|center_preserving_flip180,31.259833207092413,approved,epnp_raceline,141.04037661626563,2.8618634390009476,8.628769582071937,1.1489490462553245
1,178,1,4,4,1,0.2706421911716461,0.2706421911716461,gigapose_global_rank_4|rgb_recovery|center_preserving_flip180,35.192325044774336,approved,epnp_raceline,174.63012624517646,5.44400715702907,1.964684511281148,1.964684511281148
1,179,1,1,1,1,0.16311846673488617,0.16311846673488617,gigapose_global_rank_2|flip180|rgb_recovery|center_preserving_flip180,36.34306152163215,approved,epnp_raceline,176.07098569904647,4.191806334308122,2.638161426194812,2.638161426194812
1,180,1,5,11,0,0.17876237630844116,0.031394969671964645,gigapose_global_rank_0|R1-20|rgb_recovery,42.731286692469226,approved,epnp_raceline,157.3568553215902,7.770335812523506,5.923346121586102,1.698045694221325
1,181,1,4,6,0,0.15020616352558136,0.04257523640990257,gigapose_global_rank_2|align_detection|rgb_recovery,42.84556451664308,approved,epnp_raceline,157.14218942831036,21.42701159827668,5.509718714684369,4.345893645847771
1,182,1,4,11,0,0.1476232260465622,0.026147717610001564,gigapose_global_rank_0|R1-20|rgb_recovery,31.464570414572336,approved,epnp_raceline,167.75076693332653,4.519976003072511,4.63939745569408,2.806862606569809
1,183,1,9,6,0,0.17937257885932922,0.027536174282431602,gigapose_global_rank_0|R1-20|rgb_recovery,28.480395311839988,approved,epnp_raceline,179.96612696561007,3.0167952318128335,1.8699764116423867,1.6939058581331152
